primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,Production Budget,Worldwide Gross
We Were Soldiers,2002,138,7.2,150096,Randall Wallace,70000000,114658262
All About the Benjamins,2002,95,5.8,15529,Kevin Bray,14000000,25873145
Enough,2002,115,5.8,47223,Michael Apted,38000000,50970660
The Importance of Being Earnest,2002,97,6.8,24593,Oliver Parker,15000000,8667209
Insomnia,2002,118,7.2,315390,Christopher Nolan,46000000,113622499
Hollywood Ending,2002,112,6.5,27991,Woody Allen,16000000,14839383
The Good Girl,2002,93,6.4,46993,Miguel Arteta,8000000,16585503
Undercover Brother,2002,86,5.9,36096,Malcolm D. Lee,25000000,40796145
Sorority Boys,2002,93,5.4,16175,Wallace Wolodarsky,12000000,12516222
Trapped,2002,106,6.1,25546,Luis Mandoki,30000000,7005468
The Banger Sisters,2002,98,5.7,17221,Bob Dolman,10000000,38067218
Bad Company,2002,116,5.6,49858,Joel Schumacher,70000000,69157016
Mr. Deeds,2002,96,5.8,151378,Steven Brill,50000000,171269535
Femme Fatale,2002,114,6.2,37424,Brian De Palma,35000000,16830252
Igby Goes Down,2002,98,6.8,34935,Burr Steers,9000000,5512151
Undisputed,2002,96,6.1,34163,Walter Hill,20000000,12398628
A Walk to Remember,2002,101,7.3,219980,Adam Shankman,11000000,46060861
Snow Dogs,2002,99,5.2,28409,Brian Levant,32000000,116898028
Love Liza,2002,90,6.9,8498,Todd Louiso,1000000,213137
Swimfan,2002,85,5.1,21078,John Polson,10000000,34084228
Tuck Everlasting,2002,90,6.6,25178,Jay Russell,15000000,19344615
White Oleander,2002,109,7.1,33891,Peter Kosminsky,16000000,21657770
Extreme Ops,2002,93,4.4,5683,Christian Duguay,40000000,12624471
The Emperor's Club,2002,109,6.9,17800,Michael Hoffman,12500000,16193713
They,2002,89,4.8,13590,Robert Harmon,17000000,16140842
Showtime,2002,95,5.5,64949,Tom Dey,85000000,78948765
Signs,2002,106,6.8,382751,M. Night Shyamalan,70702619,408250578
All or Nothing,2002,128,7.5,11377,Mike Leigh,9000000,186240
Ghost Ship,2002,91,5.6,108252,Steve Beck,20000000,68349884
Red Dragon,2002,124,7.2,288597,Brett Ratner,78000000,206455420
Analyze That,2002,96,5.9,89075,Harold Ramis,60000000,54994757
The Tuxedo,2002,98,5.4,88126,Kevin Donovan,60000000,104429625
Full Frontal,2002,101,4.7,11270,Steven Soderbergh,2000000,3438804
Swept Away,2002,89,3.6,17714,Guy Ritchie,10000000,611032
The Rules of Attraction,2002,110,6.6,53104,Roger Avary,4000000,11799060
The Transporter,2002,92,6.8,318808,"Louis Leterrier, Corey Yuen",21000000,43928932
Friday After Next,2002,85,5.8,29958,Marcus Raboy,10000000,33526835
Austin Powers in Goldmember,2002,94,6.2,221334,Jay Roach,63000000,296338663
Harry Potter and the Chamber of Secrets,2002,161,7.4,684640,Chris Columbus,100000000,874954228
The Master of Disguise,2002,80,3.3,27018,Perry Andelin Blake,16000000,40363530
xXx,2002,124,5.8,185640,Rob Cohen,70000000,267200000
Real Women Have Curves,2002,90,6.9,8149,Patricia Cardoso,3000000,7777790
Brown Sugar,2002,109,6.5,10143,Rick Famuyiwa,8000000,28315272
Half Past Dead,2002,98,4.6,16605,Don Michael Paul,25000000,19233280
I Spy,2002,97,5.4,53210,Betty Thomas,70000000,60279822
The Ring,2002,115,7.1,371732,Gore Verbinski,48000000,248218486
8 Mile,2002,110,7.2,316827,Curtis Hanson,41000000,245768384
Auto Focus,2002,105,6.6,14812,Paul Schrader,7000000,2703821
Chicago,2002,113,7.2,241492,Rob Marshall,30000000,306770545
Morvern Callar,2002,97,6.7,10937,Lynne Ramsay,6000000,755861
Blue Crush,2002,104,5.7,32737,John Stockwell,30000000,51618420
Barbershop,2002,102,6.3,33335,Tim Story,12000000,77063461
Drumline,2002,118,5.9,35903,Charles Stone III,20000000,56398875
The Santa Clause 2,2002,104,5.7,63682,Michael Lembeck,65000000,172844592
The Crocodile Hunter: Collision Course,2002,90,5.4,8180,John Stainton,12500000,33436931
Sonny,2002,110,5.6,4535,Nicolas Cage,4000000,17639
Solaris,2002,99,6.2,85760,Steven Soderbergh,47000000,14970038
25th Hour,2002,135,7.6,183942,Spike Lee,4500000,25344490
Ballistic: Ecks vs. Sever,2002,91,3.7,20945,Wych Kaosayananda,70000000,14294842
Like Mike,2002,99,5.4,22341,John Schultz,30000000,62432423
Blood Work,2002,110,6.4,47415,Clint Eastwood,50000000,26199517
Nicholas Nickleby,2002,132,7.1,13537,Douglas McGrath,10000000,3311924
Bowling for Columbine,2002,120,8,148211,Michael Moore,3000000,58240487
Two Weeks Notice,2002,101,6.1,125106,Marc Lawrence,60000000,199043309
Hey Arnold! The Movie,2002,76,5.9,7742,Tuck Tucker,10000000,13684949
Jackass: The Movie,2002,85,6.6,101569,Jeff Tremaine,2000000,79282312
Intolerable Cruelty,2003,100,6.3,101306,"Joel Coen, Ethan Coen",60000000,121327628
Cold Mountain,2003,154,7.2,155059,Anthony Minghella,80000000,165173909
Sinbad: Legend of the Seven Seas,2003,88,6.7,58871,"Patrick Gilmore, Tim Johnson",60000000,80767884
The Lord of the Rings: The Return of the King,2003,201,9,1955179,Peter Jackson,94000000,1121386981
Bad Boys II,2003,147,6.6,264872,Michael Bay,130000000,273271982
Terminator 3: Rise of the Machines,2003,109,6.3,416256,Jonathan Mostow,170000000,433058296
In the Cut,2003,119,5.4,26085,Jane Campion,12000000,23693646
The Matrix Reloaded,2003,138,7.2,625230,"Lana Wachowski, Lilly Wachowski",150000000,738576929
The Matrix Revolutions,2003,129,6.7,539137,"Lana Wachowski, Lilly Wachowski",150000000,427300260
Bulletproof Monk,2003,104,5.4,51914,Paul Hunter,52000000,26922492
How to Lose a Guy in 10 Days,2003,116,6.5,265516,Donald Petrie,50000000,178503788
S.W.A.T.,2003,117,6.1,153219,Clark Johnson,70000000,207154748
Kangaroo Jack,2003,89,4.5,33449,David McNally,60000000,90558582
Basic,2003,98,6.4,66041,John McTiernan,50000000,42598498
A Man Apart,2003,109,6,49213,F. Gary Gray,36000000,43797731
Duplex,2003,89,5.9,60300,Danny DeVito,40000000,10070651
Finding Nemo,2003,100,8.2,1101922,"Lee Unkrich, Andrew Stanton",94000000,936094852
Marci X,2003,84,3,5471,Richard Benjamin,20000000,1646664
The Hunted,2003,94,6.1,50903,William Friedkin,55000000,47213095
My Boss's Daughter,2003,86,4.7,30523,David Zucker,14000000,15565357
Johnny English,2003,89,6.2,172758,Peter Howitt,45000000,161735791
Gods and Generals,2003,219,6.2,17098,Ron Maxwell,55000000,12923936
Darkness Falls,2003,86,5,33210,Jonathan Liebesman,7000000,47289758
The Jungle Book 2,2003,72,5.3,17754,Steve Trenbirth,20000000,139924202
Dreamcatcher,2003,136,5.5,95978,Lawrence Kasdan,68000000,75685268
Once Upon a Time in Mexico,2003,102,6.3,168825,Robert Rodriguez,29000000,97413527
Owning Mahowny,2003,104,7,14194,Richard Kwietniowski,10000000,1147871
Hulk,2003,138,5.6,277222,Ang Lee,137000000,245031679
What a Girl Wants,2003,105,5.8,66078,Dennie Gordon,25000000,37216643
Daredevil,2003,103,5.3,227888,Mark Steven Johnson,80000000,182782518
The Medallion,2003,88,5.2,43640,Gordon Chan,41000000,22108977
The Life of David Gale,2003,130,7.5,125291,Alan Parker,50000000,28920188
Beyond Borders,2003,127,6.4,28977,Martin Campbell,60000000,11427090
A Guy Thing,2003,101,5.6,18226,Chris Koch,20000000,17430594
Wrong Turn,2003,84,6.1,129955,Rob Schmidt,10000000,28649556
The Core,2003,135,5.5,106513,Jon Amiel,85000000,74120792
All the Real Girls,2003,108,6.7,11005,David Gordon Green,1000000,703020
Gigli,2003,121,2.6,50506,Martin Brest,54000000,7126002
Shanghai Knights,2003,114,6.2,111885,David Dobkin,50000000,88316835
Timeline,2003,116,5.6,65523,Richard Donner,80000000,26703184
Jeepers Creepers 2,2003,106,5.7,69973,Victor Salva,25000000,119923801
Old School,2003,88,7,241925,Todd Phillips,24000000,86737464
Mona Lisa Smile,2003,117,6.5,89692,Mike Newell,65000000,141205169
The Order,2003,102,5.1,18381,Brian Helgeland,35000000,11559747
American Splendor,2003,101,7.4,51878,"Shari Springer Berman, Robert Pulcini",2000000,8685632
Anger Management,2003,106,6.2,226629,Peter Segal,56000000,195484552
Charlie's Angels: Full Throttle,2003,106,4.9,132340,McG,120000000,227163273
Bringing Down the House,2003,105,5.6,38971,Adam Shankman,20000000,164675402
Just Married,2003,95,5.5,73972,Shawn Levy,19000000,101564935
Scary Movie 3,2003,84,5.5,157032,David Zucker,45000000,155200000
Cradle 2 the Grave,2003,101,5.8,46508,Andrzej Bartkowiak,25000000,56434942
The Lizzie McGuire Movie,2003,94,5.5,41785,Jim Fall,15000000,55534455
Bad Santa,2003,92,7.1,154526,Terry Zwigoff,18000000,77147031
Final Destination 2,2003,90,6.2,180184,David R. Ellis,26000000,90396664
Identity,2003,90,7.3,264769,James Mangold,28000000,82119036
Luther,2003,123,6.6,15933,Eric Till,35000000,32717063
A Mighty Wind,2003,91,7.2,29343,Christopher Guest,6000000,18504539
Willard,2003,100,6.1,20326,Glen Morgan,20000000,6882696
Confidence,2003,97,6.6,35201,James Foley,15000000,12970401
Master and Commander: The Far Side of the World,2003,138,7.5,235750,Peter Weir,135000000,212912137
Holes,2003,117,7,98737,Andrew Davis,20000000,71232214
The League of Extraordinary Gentlemen,2003,110,5.8,182905,Stephen Norrington,78000000,179265204
Pieces of April,2003,80,7,22028,Peter Hedges,300000,3571253
Veronica Guerin,2003,98,6.8,21728,Joel Schumacher,17000000,9438074
Out of Time,2003,105,6.5,64969,Carl Franklin,50000000,55489826
Anything Else,2003,108,6.3,32462,Woody Allen,18000000,13203044
Agent Cody Banks,2003,102,5.1,36748,Harald Zwart,25000000,58240458
Love Actually,2003,135,7.6,528449,Richard Curtis,45000000,246348772
Tears of the Sun,2003,121,6.6,129494,Antoine Fuqua,75000000,85632458
My Life Without Me,2003,106,7.4,25759,Isabel Coixet,2500000,12267275
The Singing Detective,2003,109,5.4,8908,Keith Gordon,8000000,524747
Bruce Almighty,2003,101,6.8,429051,Tom Shadyac,81000000,484468608
21 Grams,2003,124,7.6,244693,Alejandro G. Iñárritu,20000000,59667625
House of Sand and Fog,2003,126,7.5,72011,Vadim Perelman,16500000,16154786
Open Range,2003,139,7.4,77406,Kevin Costner,26000000,68613992
Peter Pan,2003,113,6.8,79423,P.J. Hogan,100000000,95255485
Radio,2003,109,6.9,43643,Michael Tollin,35000000,53293628
Daddy Day Care,2003,92,5.6,73251,Steve Carr,60000000,164285587
The Hebrew Hammer,2003,85,6.1,5058,Jonathan Kesselman,1300000,90213
House of the Dead,2003,90,2.1,38416,Uwe Boll,7000000,13860078
The Italian Job,2003,111,7,386082,F. Gary Gray,60000000,176262839
Looney Tunes: Back in Action,2003,93,5.8,40118,"Eric Goldberg, Joe Dante",80000000,54540662
Alex & Emma,2003,96,5.5,13841,Rob Reiner,30000000,15358583
The Cooler,2003,101,6.9,35333,Wayne Kramer,4000000,11131455
Big Fish,2003,125,8,456432,Tim Burton,70000000,123954323
Elf,2003,97,7.1,309070,Jon Favreau,32000000,227909435
How to Deal,2003,101,5.6,9931,Clare Kilner,16000000,14125516
Masked and Anonymous,2003,112,5.3,4973,Larry Charles,7500000,555335
Party Monster,2003,98,6.2,17089,"Fenton Bailey, Randy Barbato",5000000,894030
Underworld,2003,121,7,283112,Len Wiseman,22000000,95708457
2 Fast 2 Furious,2003,107,5.9,294699,John Singleton,76000000,236410607
Freaky Friday,2003,97,6.3,150806,Mark Waters,26000000,160822438
Honey,2003,94,5.3,47182,Bille Woodruff,18000000,62646763
Northfork,2003,103,6.2,5578,Michael Polish,1900000,1445140
Chasing Papi,2003,80,4.8,4414,Linda Mendoza,9000000,12657377
Shattered Glass,2003,94,7.1,37387,Billy Ray,6000000,3456602
Swimming Pool,2003,102,6.7,48088,François Ozon,7800000,24021282
The Texas Chainsaw Massacre,2003,98,6.2,151326,Marcus Nispel,9000000,107967319
Dickie Roberts: Former Child Star,2003,98,5.6,15492,Sam Weisman,17000000,23734486
Head of State,2003,95,5.5,21108,Chris Rock,35200000,38283765
The Last Samurai,2003,154,7.8,466132,Edward Zwick,140000000,456810575
Mystic River,2003,138,7.9,481267,Clint Eastwood,30000000,156822020
Secondhand Lions,2003,111,7.5,61020,Tim McCanlies,30000000,47902566
The Rundown,2003,104,6.7,142378,Peter Berg,85000000,80831893
Thirteen,2003,100,6.8,96648,Catherine Hardwicke,2000000,9505996
Under the Tuscan Sun,2003,113,6.7,58282,Audrey Wells,18000000,57490024
American Wedding,2003,96,6.3,215789,Jesse Dylan,55000000,232354205
Brother Bear,2003,85,6.8,122119,"Aaron Blaise, Robert Walker",46000000,250397798
Dumb and Dumberer: When Harry Met Lloyd,2003,85,3.4,42146,Troy Miller,30000000,28986358
Freddy vs. Jason,2003,97,5.7,126440,Ronny Yu,25000000,114576403
Seabiscuit,2003,140,7.3,76330,Gary Ross,86000000,148715342
Hollywood Homicide,2003,116,5.3,39131,Ron Shelton,75000000,50409753
Mambo Italiano,2003,88,6.7,6926,Émile Gaudreault,5500000,12399772
School of Rock,2003,109,7.2,326868,Richard Linklater,20000000,131944672
"Legally Blonde 2: Red, White & Blonde",2003,95,4.8,72001,Charles Herman-Wurmfeld,25000000,125339088
The Company,2003,112,6.2,6805,Robert Altman,15000000,3393606
Girl with a Pearl Earring,2003,100,6.9,82163,Peter Webber,12000000,43153588
Lost in Translation,2003,102,7.7,483337,Sofia Coppola,4000000,117085297
Wonderland,2003,104,6.5,23153,James Cox,5500000,1128468
Rugrats Go Wild,2003,81,5.6,8929,"John Eng, Norton Virgien, Priit Pärn",25000000,55443032
Something's Gotta Give,2003,128,6.7,127980,Nancy Meyers,80000000,266685242
Calendar Girls,2003,108,6.9,27871,Nigel Cole,10000000,93074616
The Haunted Mansion,2003,99,5.2,56482,Rob Minkoff,90000000,155750628
The Missing,2003,137,6.5,37977,Ron Howard,65000000,38253433
Paycheck,2003,119,6.3,112753,John Woo,60000000,98819789
From Justin to Kelly,2003,81,1.9,26980,Robert Iscove,12000000,4922166
Undead,2003,104,5.4,14740,"Michael Spierig, Peter Spierig",750000,229250
The Statement,2003,114,6.2,5512,Norman Jewison,27000000,1545064
The Station Agent,2003,89,7.6,72924,Tom McCarthy,500000,9470209
Monster,2003,109,7.3,160290,Patty Jenkins,5000000,64200321
Gothika,2003,98,5.8,118324,Mathieu Kassovitz,40000000,141484812
Cheaper by the Dozen,2003,98,5.9,108153,Shawn Levy,40000000,190212113
Foolproof,2003,94,6.4,11031,William Phillips,5800000,421021
The Battle of Shaker Heights,2003,79,6,4572,"Efram Potelle, Kyle Rankin",1000000,839145
The Real Cancun,2003,96,2.9,3937,Rick de Oliveira,4000000,4188034
Elephant,2003,81,7.1,96521,Gus Van Sant,3000000,10051516
Oldboy,2003,120,8.3,626565,Park Chan-wook,3000000,7968998
The Gospel of John,2003,180,7.7,4128,Philip Saville,11000000,4234355
Touching the Void,2003,106,8,37819,Kevin Macdonald,2000000,15396525
Hellboy,2004,122,6.8,347058,Guillermo del Toro,60000000,99823958
Thunderbirds,2004,95,4.3,14399,Jonathan Frakes,55000000,28231444
Exorcist: The Beginning,2004,114,5.1,39548,Renny Harlin,78000000,43957541
2046,2004,129,7.4,61262,Kar-Wai Wong,12000000,19278598
The Girl Next Door,2004,109,6.7,237576,Luke Greenfield,25000000,31635150
Superbabies: Baby Geniuses 2,2004,88,1.5,31644,Bob Clark,20000000,9355369
The Butterfly Effect,2004,113,7.6,517032,"Eric Bress, J. Mackye Gruber",13000000,95638592
Meet the Fockers,2004,115,6.3,284628,Jay Roach,60000000,516567575
The Phantom of the Opera,2004,143,7.2,129832,Joel Schumacher,55000000,153770052
The Chronicles of Riddick,2004,119,6.6,240296,David Twohy,120000000,107212751
Shrek 2,2004,93,7.3,498965,"Kelly Asbury, Conrad Vernon, Andrew Adamson",70000000,935454538
Home on the Range,2004,76,5.4,25634,"John Sanford, Will Finn",110000000,76482461
Jersey Girl,2004,102,6.2,69702,Kevin Smith,35000000,37066129
Harry Potter and the Prisoner of Azkaban,2004,142,7.9,683478,Alfonso Cuarón,130000000,783221274
Shark Tale,2004,90,6,196929,"Bibo Bergeron, Vicky Jenson, Rob Letterman",75000000,371741123
Finding Neverland,2004,106,7.7,211317,Marc Forster,25000000,115036108
Against the Ropes,2004,110,5.3,7403,Charles S. Dutton,39000000,6429865
Twisted,2004,97,5.3,22935,Philip Kaufman,50000000,40119848
The Big Bounce,2004,88,4.9,18724,George Armitage,50000000,6626115
Spider-Man 2,2004,127,7.5,699479,Sam Raimi,200000000,794697557
Hidalgo,2004,136,6.7,85169,Joe Johnston,78000000,108086731
The Incredibles,2004,115,8,797794,Brad Bird,92000000,631441092
Resident Evil: Apocalypse,2004,94,6.1,208498,Alexander Witt,50000000,125168734
The Alamo,2004,137,6,22118,John Lee Hancock,92000000,23911362
The Day After Tomorrow,2004,124,6.5,472172,Roland Emmerich,125000000,555840117
Laws of Attraction,2004,90,5.8,24447,Peter Howitt,32000000,29939591
Suspect Zero,2004,99,5.8,20895,E. Elias Merhige,27000000,8723600
Wicker Park,2004,114,6.9,58350,Paul McGuigan,30000000,21577076
Envy,2004,99,4.8,32153,Barry Levinson,20000000,14566246
The Stepford Wives,2004,93,5.3,69333,Frank Oz,100000000,96150482
The Whole Ten Yards,2004,98,5.5,58414,Howard Deutch,30000000,26323969
Around the World in 80 Days,2004,120,5.9,94237,Frank Coraci,110000000,72004159
Catwoman,2004,104,3.4,124907,Pitof,100000000,82078046
Ella Enchanted,2004,96,6.3,73915,Tommy O'Haver,35000000,24200318
Man on Fire,2004,146,7.7,386006,Tony Scott,60000000,130968579
Torque,2004,84,4.1,29351,Joseph Kahn,40000000,46176322
The Punisher,2004,124,6.4,169327,Jonathan Hensleigh,33000000,54533774
Scooby-Doo 2: Monsters Unleashed,2004,93,5.2,64117,Raja Gosnell,25000000,180856996
Club Dread,2004,104,5.7,31334,Jay Chandrasekhar,8500000,7573551
The Notebook,2004,123,7.8,611539,Nick Cassavetes,30000000,115937163
Saved!,2004,92,6.7,48718,Brian Dannelly,5000000,10206551
Troy,2004,163,7.3,564632,Wolfgang Petersen,150000000,483152040
Garden State,2004,102,7.4,222443,Zach Braff,2500000,36028802
Godsend,2004,102,4.8,26345,"Frank M. Calo, Nick Hamm",30000000,16873925
The Ladykillers,2004,104,6.2,108424,"Ethan Coen, Joel Coen",35000000,77392139
The Passion of the Christ,2004,127,7.2,247270,Mel Gibson,25000000,622313635
Starsky & Hutch,2004,101,6.1,153727,Todd Phillips,60000000,170200225
Win a Date with Tad Hamilton!,2004,96,5.6,29306,Robert Luketic,24000000,17589829
Barbershop 2: Back in Business,2004,106,5.7,15873,Kevin Rodney Sullivan,18000000,65842412
Birth,2004,100,6.2,39334,Jonathan Glazer,20000000,14603001
Catch That Kid,2004,91,5.2,10924,Bart Freundlich,18000000,16959614
Cellular,2004,94,6.5,104860,David R. Ellis,45000000,61453420
Eternal Sunshine of the Spotless Mind,2004,108,8.3,1065246,Michel Gondry,20000000,72401378
Paparazzi,2004,84,5.7,15628,Paul Abascal,20000000,16612072
The Polar Express,2004,100,6.6,239313,Robert Zemeckis,170000000,312183437
Two Brothers,2004,109,7,15824,Jean-Jacques Annaud,72000000,62176754
Van Helsing,2004,131,6.1,282121,Stephen Sommers,170000000,300150546
The Aviator,2004,170,7.5,381305,Martin Scorsese,110000000,208370892
Mr. 3000,2004,104,5.6,15039,Charles Stone III,30000000,21827296
Being Julia,2004,104,7,12892,István Szabó,18000000,14451322
Along Came Polly,2004,90,6,142817,John Hamburg,42000000,173044410
50 First Dates,2004,99,6.8,377937,Peter Segal,75000000,196320329
"I, Robot",2004,115,7.1,570295,Alex Proyas,105000000,348629585
Connie and Carla,2004,108,6.2,8577,Michael Lembeck,20000000,9649039
Sky Captain and the World of Tomorrow,2004,106,6.1,87109,Kerry Conran,70000000,49730854
Alexander,2004,175,5.6,175623,Oliver Stone,155000000,167297191
Steamboy,2004,126,6.8,18568,"Katsuhiro Ôtomo, Shinji Takagi",20000000,10468867
Breakin' All the Rules,2004,85,5.6,6356,Daniel Taplitz,9000000,12512317
Eulogy,2004,91,6.4,9243,Michael Clancy,10000000,91201
King Arthur,2004,126,6.3,175021,Antoine Fuqua,90000000,203653524
Ladder 49,2004,115,6.5,59236,Jay Russell,60000000,102332848
Miracle,2004,135,7.4,58241,Gavin O'Connor,28000000,64474705
Ocean's Twelve,2004,125,6.5,410886,Steven Soderbergh,110000000,362989076
Raising Helen,2004,119,6,38099,Garry Marshall,50000000,49842431
Ray,2004,152,7.7,156271,Taylor Hackford,40000000,124823094
Walking Tall,2004,86,6.3,109482,Kevin Bray,56000000,47856383
De-Lovely,2004,125,6.6,11789,Irwin Winkler,15000000,18524496
A Cinderella Story,2004,95,5.9,93256,Mark Rosman,19000000,70112484
The Forgotten,2004,91,5.8,68160,Joseph Ruben,50000000,117211892
Garfield: The Movie,2004,80,5,92891,Peter Hewitt,50000000,208094550
I Heart Huckabees,2004,107,6.5,66082,David O. Russell,22000000,20034713
Anchorman: The Legend of Ron Burgundy,2004,94,7.1,375829,Adam McKay,25000000,89476265
Decoys,2004,95,4.6,5244,Matthew Hastings,5000000,96760
Agent Cody Banks 2: Destination London,2004,100,4.5,15810,Kevin Allen,26000000,28703083
Blade: Trinity,2004,113,5.8,186909,David S. Goyer,65000000,131353165
A Home at the End of the World,2004,97,6.6,13960,Michael Mayer,6500000,1038228
Johnson Family Vacation,2004,97,4.5,8334,Christopher Erskin,12000000,31286759
Chasing Liberty,2004,101,6.1,40876,Andy Cadiff,23000000,12291975
Wimbledon,2004,98,6.3,66314,Richard Loncraine,35000000,41666476
Confessions of a Teenage Drama Queen,2004,89,4.7,31038,Sara Sugarman,15000000,33118854
Fahrenheit 9/11,2004,122,7.5,132044,Michael Moore,6000000,221148959
First Daughter,2004,106,5.1,26727,Forest Whitaker,30000000,10419084
