primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,ProductionBudget,WorldwideGross
Music and Lyrics,2007,104,6.5,104718,Marc Lawrence,40000000,146196885
License to Wed,2007,91,5.2,39895,Ken Kwapis,35000000,70187088
American Gangster,2007,157,7.8,433674,Ridley Scott,100000000,267985456
Eastern Promises,2007,100,7.6,248914,David Cronenberg,50000000,56077088
Evening,2007,117,6.4,13807,Lajos Koltai,30000000,12885574
I Think I Love My Wife,2007,94,5.5,17269,Chris Rock,14000000,13205411
The Savages,2007,114,7.1,38040,Tamara Jenkins,9000000,10642023
Stomp the Yard,2007,115,5.4,26002,Sylvain White,14000000,75525718
Atonement,2007,123,7.8,285364,Joe Wright,30000000,129779728
The Brothers Solomon,2007,93,5.3,11284,Bob Odenkirk,10000000,900926
Who's Your Caddy?,2007,93,2.2,15175,Don Michael Paul,7000000,5694308
Hot Rod,2007,88,6.7,89398,Akiva Schaffer,25000000,14371564
Georgia Rule,2007,113,5.9,25590,Garry Marshall,20000000,20819601
Death at a Funeral,2007,90,7.3,117834,Frank Oz,20000000,47289148
Namastey London,2007,128,7.1,22341,Vipul Amrutlal Shah,8400000,6831069
Molière,2007,120,7.1,6426,Laurent Tirard,21600000,791154
You Kill Me,2007,93,6.4,18703,John Dahl,4000000,3858964
Epic Movie,2007,86,2.4,107133,"Jason Friedberg, Aaron Seltzer",20000000,86858578
Death Sentence,2007,105,6.7,72983,James Wan,20000000,16907831
Rendition,2007,122,6.8,56665,Gavin Hood,27500000,26939925
Lars and the Real Girl,2007,106,7.3,148636,Craig Gillespie,12500000,11277119
Persepolis,2007,96,8,96633,"Vincent Paronnaud, Marjane Satrapi",7300000,25397187
The Ten,2007,96,4.9,16800,David Wain,5250000,786677
Sydney White,2007,108,6.2,49468,Joe Nussbaum,16500000,13636339
Shooter,2007,124,7.1,340232,Antoine Fuqua,60000000,95538560
The Bucket List,2007,97,7.4,250343,Rob Reiner,45000000,174807445
A Mighty Heart,2007,108,6.6,27842,Michael Winterbottom,15000000,19153568
Superbad,2007,113,7.6,594893,Greg Mottola,17500000,169955142
Ta Ra Rum Pum,2007,153,5.6,5182,Siddharth Anand,7400000,9443864
Walk Hard: The Dewey Cox Story,2007,96,6.8,74891,Jake Kasdan,35000000,20606053
Timber Falls,2007,100,5.2,6235,Tony Giglio,2600000,71248
The Mist,2007,126,7.1,319398,Frank Darabont,13000000,57189408
Blonde Ambition,2007,93,3.9,6046,Scott Marshall,10000000,1537479
Saw IV,2007,93,5.9,154166,Darren Lynn Bousman,10000000,135759694
Lions for Lambs,2007,92,6.2,51087,Robert Redford,35000000,63211088
Why Did I Get Married?,2007,113,5.9,13368,Tyler Perry,15000000,55934178
Once,2007,86,7.8,118350,John Carney,150000,23151269
In the Shadow of the Moon,2007,100,8,6812,David Sington,2000000,2175587
Redacted,2007,90,6.1,11018,Brian De Palma,5000000,861325
This Christmas,2007,119,6.3,9907,Preston A. Whitmore II,13000000,49733545
Alvin and the Chipmunks,2007,92,5.2,89089,Tim Hill,55000000,362605033
Shotgun Stories,2007,92,7.1,10843,Jeff Nichols,250000,284174
The Bank Job,2008,111,7.2,184532,Roger Donaldson,20000000,66143005
Babylon A.D.,2008,90,5.5,96920,Mathieu Kassovitz,45000000,70216497
Indiana Jones and the Kingdom of the Crystal Skull,2008,122,6.2,462513,Steven Spielberg,185000000,786635413
Four Christmases,2008,88,5.7,75829,Seth Gordon,80000000,168311558
Iron Man,2008,126,7.9,1074824,Jon Favreau,186000000,585171547
Journey to the Center of the Earth,2008,93,5.8,126175,Eric Brevig,45000000,243180937
Leatherheads,2008,114,6,32762,George Clooney,58000000,41348628
"Synecdoche, New York",2008,124,7.5,93963,Charlie Kaufman,20000000,4383538
Bolt,2008,96,6.8,217169,"Byron Howard, Chris Williams",150000000,328015029
The Eye,2008,98,5.4,54523,"David Moreau, Xavier Palud",12000000,57577765
Nim's Island,2008,96,6,35915,"Jennifer Flackett, Mark Levin",37000000,101857425
Hellboy II: The Golden Army,2008,120,7,276929,Guillermo del Toro,82500000,160388063
The Secret Life of Bees,2008,114,7.2,26886,Gina Prince-Bythewood,11000000,39994347
The Spiderwick Chronicles,2008,96,6.5,98519,Mark Waters,92500000,162839667
The Tale of Despereaux,2008,93,6.1,38849,"Sam Fell, Robert Stevenhagen",60000000,90482317
Street Kings,2008,109,6.8,116084,David Ayer,20000000,65457811
The Curious Case of Benjamin Button,2008,166,7.8,663464,David Fincher,160000000,329631958
Get Smart,2008,110,6.5,221610,Peter Segal,80000000,226739416
Superhero Movie,2008,75,4.6,71448,Craig Mazin,35000000,73026302
The Women,2008,114,5,22362,Diane English,16000000,50103808
Role Models,2008,99,6.8,234787,David Wain,28000000,94500826
Good,2008,92,6.2,7566,Vicente Amorim,16000000,31631
Kung Fu Panda,2008,92,7.6,484022,"Mark Osborne, John Stevenson",130000000,631910531
Vantage Point,2008,90,6.6,151857,Pete Travis,40000000,150886329
Hancock,2008,92,6.4,491949,Peter Berg,150000000,624234272
Punisher: War Zone,2008,103,5.9,64649,Lexi Alexander,35000000,10157534
Death Race,2008,105,6.4,212584,Paul W.S. Anderson,65000000,72516819
How to Lose Friends & Alienate People,2008,110,6.4,70156,Robert B. Weide,28000000,12031443
Australia,2008,165,6.6,126516,Baz Luhrmann,130000000,215080810
Rambo,2008,92,7,236588,Sylvester Stallone,47500000,113244290
Igor,2008,87,5.9,23769,Tony Leondis,22000000,31013349
Max Payne,2008,100,5.3,127717,John Moore,35000000,87775050
The Other Boleyn Girl,2008,115,6.7,115531,Justin Chadwick,40000000,78269970
The Dark Knight,2008,152,9,2696204,Christopher Nolan,185000000,1006234167
The Express,2008,130,7.2,22417,Gary Fleder,37500000,9813309
August,2008,88,5.3,4250,Austin Chick,3400000,12636
21,2008,123,6.8,257241,Robert Luketic,35000000,159846429
Madagascar: Escape 2 Africa,2008,89,6.6,234432,"Eric Darnell, Tom McGrath",150000000,599680774
One Missed Call,2008,87,4,32926,Eric Valette,20000000,44513466
Harold & Kumar Escape from Guantanamo Bay,2008,114,6.5,139157,"Jon Hurwitz, Hayden Schlossberg",12000000,43353117
Pride and Glory,2008,130,6.6,61972,Gavin O'Connor,30000000,32262866
Shutter,2008,85,5.2,35847,Masayuki Ochiai,8000000,47782426
Space Chimps,2008,81,4.5,12059,Kirk DeMicco,37000000,67029956
The Strangers,2008,86,6.1,135073,Bryan Bertino,9000000,83051676
Doomsday,2008,113,5.9,78353,Neil Marshall,33000000,21621188
American Teen,2008,95,6.4,4198,Nanette Burstein,5000000,989319
What Just Happened,2008,104,5.6,27973,Barry Levinson,27000000,2412123
Jumper,2008,88,6.1,312121,Doug Liman,82500000,222640812
Stop-Loss,2008,112,6.4,20545,Kimberly Peirce,25000000,11229035
Strange Wilderness,2008,87,5.2,22251,Fred Wolf,20000000,6947084
Wanted,2008,110,6.7,395779,Timur Bekmambetov,75000000,342416460
Vicky Cristina Barcelona,2008,96,7.1,260298,Woody Allen,16000000,104504817
The Chronicles of Narnia: Prince Caspian,2008,150,6.5,215736,Andrew Adamson,225000000,417341288
Body of Lies,2008,128,7,232219,Ridley Scott,67500000,118556530
Meet Dave,2008,90,5.1,42206,Brian Robbins,60000000,50648806
In Bruges,2008,107,7.9,441808,Martin McDonagh,15000000,34527095
Over Her Dead Body,2008,95,5.2,25043,Jeff Lowell,10000000,21596074
Mirrors,2008,110,6.1,109632,Alexandre Aja,35000000,77220596
Mamma Mia!,2008,108,6.5,253855,Phyllida Lloyd,52000000,590493991
Winter in Wartime,2008,103,7,13167,Martin Koolhoven,5800000,9662214
Be Kind Rewind,2008,102,6.4,92281,Michel Gondry,20000000,30894247
Forgetting Sarah Marshall,2008,111,7.1,290863,Nicholas Stoller,30000000,105475310
The Incredible Hulk,2008,112,6.6,501753,Louis Leterrier,137500000,265573859
Deception,2008,107,6,40089,Marcel Langenegger,25000000,12850033
Transsiberian,2008,111,6.6,53744,Brad Anderson,15000000,6379575
Appaloosa,2008,115,6.7,62554,Ed Harris,20000000,27911453
Speed Racer,2008,135,6,75582,"Lana Wachowski, Lilly Wachowski",120000000,93394462
The Love Guru,2008,87,3.8,53551,Marco Schnabel,62000000,40159017
Bangkok Dangerous,2008,99,5.3,57403,"Oxide Chun Pang, Danny Pang",45000000,46598133
Seven Pounds,2008,123,7.6,307394,Gabriele Muccino,54000000,166617328
Religulous,2008,101,7.6,59575,Larry Charles,2500000,13881317
Drillbit Taylor,2008,110,5.7,61259,Steven Brill,40000000,49686263
Marley & Me,2008,111,7,161592,David Frankel,60000000,247812011
Changeling,2008,141,7.8,258967,Clint Eastwood,55000000,113805580
Quantum of Solace,2008,106,6.6,455677,Marc Forster,230000000,591692078
The Spirit,2008,103,4.7,61925,Frank Miller,60000000,39006188
"Definitely, Maybe",2008,112,7.1,168803,Adam Brooks,7000000,55617866
Step Brothers,2008,98,6.9,302951,Adam McKay,65000000,128107642
Semi-Pro,2008,91,5.8,83964,Kent Alterman,55000000,43980363
College,2008,94,4.5,12554,Deb Hagan,6000000,6176114
Kit Kittredge: An American Girl,2008,101,6.5,6151,Patricia Rozema,10000000,17657973
The House Bunny,2008,97,5.5,85929,Fred Wolf,25000000,71390601
The Mummy: Tomb of the Dragon Emperor,2008,112,5.2,165010,Rob Cohen,175000000,405760225
Blindness,2008,121,6.5,73828,Fernando Meirelles,25000000,20052958
The Duchess,2008,110,6.9,84929,Saul Dibb,27000000,45160110
The Forbidden Kingdom,2008,104,6.5,107125,Rob Minkoff,55000000,129075270
Made of Honor,2008,101,5.8,73581,Paul Weiland,40000000,106548738
Frost/Nixon,2008,122,7.7,109821,Ron Howard,29000000,28452945
Baby Mama,2008,99,6,46129,Michael McCullers,30000000,64170447
Untraceable,2008,101,6.2,51665,Gregory Hoblit,35000000,52649951
"War, Inc.",2008,107,5.5,22200,Joshua Seftel,10000000,1299855
Burn After Reading,2008,96,7,339268,"Ethan Coen, Joel Coen",37000000,168167798
The Children of Huang Shi,2008,125,7,9814,Roger Spottiswoode,20000000,8221700
Shine a Light,2008,122,7.1,11968,Martin Scorsese,1000000,16173879
Standard Operating Procedure,2008,116,7.4,4035,Errol Morris,5000000,332120
Pineapple Express,2008,111,6.9,346094,David Gordon Green,26000000,102404019
Bottle Shock,2008,110,6.8,17096,Randall Miller,5000000,4815890
Doubt,2008,104,7.5,132276,John Patrick Shanley,20000000,53191101
Baghead,2008,84,6,5137,"Jay Duplass, Mark Duplass",200000,140016
Prom Night,2008,88,3.9,36735,Nelson McCormick,18000000,57193655
Taken,2008,90,7.8,611678,Pierre Morel,25000000,226941585
Tropic Thunder,2008,107,7.1,426665,Ben Stiller,90000000,191145256
Good Dick,2008,86,6.3,8140,Marianna Palka,200000,52443
Lakeview Terrace,2008,110,6.2,53774,Neil LaBute,20000000,44821299
The Happening,2008,91,5,210905,M. Night Shyamalan,60000000,162778384
Mad Money,2008,104,5.8,22068,Callie Khouri,22000000,25044057
Revolutionary Road,2008,119,7.3,217535,Sam Mendes,45000000,79604820
Bedtime Stories,2008,99,6,97582,Adam Shankman,80000000,221468935
High School Musical 3: Senior Year,2008,112,4.9,64541,Kenny Ortega,11000000,274392880
Repo! The Genetic Opera,2008,98,6.4,25637,Darren Lynn Bousman,8500000,198883
The Ruins,2008,90,5.9,77317,Carter Smith,25000000,22910563
Pathology,2008,95,5.9,32747,Marc Schölermann,8000000,3270974
City of Ember,2008,90,6.4,67465,Gil Kenan,38000000,17831558
The Day the Earth Stood Still,2008,104,5.5,173368,Scott Derrickson,80000000,237370350
The Reader,2008,124,7.6,250415,Stephen Daldry,32500000,112964875
"Surfer, Dude",2008,85,4.6,8943,S.R. Bindler,6000000,36497
Frozen River,2008,97,7.1,26015,Courtney Hunt,1000000,6030129
Nick and Norah's Infinite Playlist,2008,90,6.6,93728,Peter Sollett,10000000,33886017
Valkyrie,2008,121,7.1,249325,Bryan Singer,90000000,203932174
Traitor,2008,114,6.9,58339,Jeffrey Nachmanoff,22000000,27882226
27 Dresses,2008,111,6.1,168009,Anne Fletcher,30000000,160247805
Ghost Town,2008,102,6.7,75283,David Koepp,20000000,29958228
Sex and the City,2008,145,5.7,123938,Michael Patrick King,57500000,415247258
Witless Protection,2008,99,3.4,6412,Charles Robert Carner,7500000,4151836
Zack and Miri Make a Porno,2008,101,6.5,179567,Kevin Smith,24000000,36856306
Slumdog Millionaire,2008,120,8,855426,"Danny Boyle, Loveleen Tandan",14000000,383825427
Redbelt,2008,99,6.7,21252,David Mamet,7000000,2667084
Milk,2008,128,7.5,175606,Gus Van Sant,20000000,57293371
Beverly Hills Chihuahua,2008,91,3.9,24976,Raja Gosnell,20000000,154218168
The Sisterhood of the Traveling Pants 2,2008,119,6.2,29897,Sanaa Hamri,27000000,44270131
Eden Lake,2008,91,6.7,88195,James Watkins,2000000,4294373
Never Back Down,2008,113,6.5,103415,Jeff Wadlow,21000000,39319801
Choke,2008,92,6.4,32979,Clark Gregg,3400000,4124277
Swing Vote,2008,120,6.1,19040,Joshua Michael Stern,21000000,17589867
The Rocker,2008,102,6.2,39386,Peter Cattaneo,15000000,8767338
RocknRolla,2008,114,7.2,257362,Guy Ritchie,18000000,27794339
Righteous Kill,2008,101,6,89720,Jon Avnet,60000000,78481410
Cadillac Records,2008,109,7,22300,Darnell Martin,12000000,8942516
The Haunting of Molly Hartley,2008,85,3.9,9916,Mickey Liddell,5000000,15318257
My Best Friend's Girl,2008,101,5.8,45212,Howard Deutch,20000000,34787111
Miracle at St. Anna,2008,160,6.1,18850,Spike Lee,45000000,9676497
Meet the Browns,2008,100,4.4,7117,Tyler Perry,20000000,41975388
Flash of Genius,2008,119,7,17401,Marc Abraham,20000000,4504111
Eagle Eye,2008,118,6.6,190152,D.J. Caruso,80000000,180585259
Cloverfield,2008,85,7,406388,Matt Reeves,25000000,171302226
Yes Man,2008,104,6.8,369298,Peyton Reed,50000000,225990976
Meet the Spartans,2008,87,2.8,109362,"Jason Friedberg, Aaron Seltzer",30000000,84646831
Quarantine,2008,89,5.9,74924,John Erick Dowdle,12000000,41924774
The Wackness,2008,99,6.9,30960,Jonathan Levine,6000000,3330012
Rachel Getting Married,2008,113,6.7,50089,Jonathan Demme,12000000,17475475
No Man's Land: The Rise of Reeker,2008,88,4.8,3459,Dave Payne,2000000,0
The Longshots,2008,94,5.5,4288,Fred Durst,23000000,11778396
Passchendaele,2008,114,6.4,8551,Paul Gross,20000000,4453327
Twilight,2008,122,5.3,469257,Catherine Hardwicke,37000000,402278564
Hamlet 2,2008,92,6.3,17146,Andrew Fleming,9000000,4934104
Soul Men,2008,100,6.4,11291,Malcolm D. Lee,40000000,12345883
The Wrestler,2008,109,7.9,311553,Darren Aronofsky,6000000,46634275
Fireproof,2008,122,6.4,23335,Alex Kendrick,500000,33473297
Transporter 3,2008,104,6,170616,Olivier Megaton,40000000,112930957
Saw V,2008,92,5.8,127938,David Hackl,10800000,118209778
Sex Drive,2008,109,6.5,88971,Sean Anders,19000000,10412485
Wendy and Lucy,2008,80,7.1,18858,Kelly Reichardt,300000,1416046
Man on Wire,2008,94,7.7,57020,James Marsh,1900000,5617067
W.,2008,129,6.3,49145,Oliver Stone,25100000,28575778
Waltz with Bashir,2008,90,8,58805,Ari Folman,2000000,13912289
Star Wars: The Clone Wars,2008,98,5.9,68236,Dave Filoni,8500000,68695443
An American Carol,2008,83,4,9961,David Zucker,20000000,7022183
Gran Torino,2008,116,8.1,785380,Clint Eastwood,25000000,274543085
Disaster Movie,2008,87,1.9,92576,"Jason Friedberg, Aaron Seltzer",20000000,36720752
Coraline,2009,100,7.7,239586,Henry Selick,60000000,126037057
Inglourious Basterds,2009,153,8.3,1478216,Quentin Tarantino,70000000,316802281
The Box,2009,115,5.6,93238,Richard Kelly,25000000,34356760
Whiteout,2009,101,5.5,39544,Dominic Sena,35000000,12254746
Astro Boy,2009,94,6.2,37969,David Bowers,65000000,41636243
The Lovely Bones,2009,135,6.6,172941,Peter Jackson,95000000,94894448
Where the Wild Things Are,2009,101,6.7,106427,Spike Jonze,100000000,99123656
Watchmen,2009,162,7.6,560202,Zack Snyder,138000000,186976250
Harry Potter and the Half-Blood Prince,2009,153,7.6,559541,David Yates,250000000,929411069
Fantastic Mr. Fox,2009,87,7.9,241233,Wes Anderson,40000000,46458811
G-Force,2009,88,5.1,47920,Hoyt Yeatman,150000000,292817841
Terminator Salvation,2009,115,6.5,367441,McG,200000000,365491792
Knowing,2009,121,6.2,238590,Alex Proyas,50000000,186450317
Cirque du Freak: The Vampire's Assistant,2009,119,5.8,47110,Paul Weitz,40000000,39753957
Land of the Lost,2009,102,5.3,72899,Brad Silberling,100000000,69548641
X-Men Origins: Wolverine,2009,107,6.5,512903,Gavin Hood,150000000,374825760
Push,2009,111,6.1,113091,Paul McGuigan,38000000,49678401
9,2009,79,7,142590,Shane Acker,30000000,48559999
Notorious,2009,122,6.7,44756,George Tillman Jr.,19000000,44972183
State of Play,2009,127,7.1,154832,Kevin Macdonald,60000000,88832210
Avatar,2009,162,7.9,1333220,James Cameron,237000000,2923706026
Friday the 13th,2009,97,5.5,111044,Marcus Nispel,17000000,92670237
Planet 51,2009,91,6,56603,"Jorge Blanco, Javier Abad, Marcos Martínez",60000000,108996113
Brothers,2009,105,7.1,134095,Jim Sheridan,26000000,45043870
Aliens in the Attic,2009,86,5.4,23065,John Schultz,45000000,59551283
Everybody's Fine,2009,100,7.1,62567,Kirk Jones,20000000,9208876
The Princess and the Frog,2009,97,7.1,151932,"Ron Clements, John Musker",105000000,270997378
Imagine That,2009,107,5.6,15290,Karey Kirkpatrick,55000000,22438144
Hotel for Dogs,2009,100,5.4,24114,Thor Freudenthal,35000000,122357172
The Messenger,2009,113,7.1,35849,Oren Moverman,6500000,1744952
Not Easily Broken,2009,99,6,3089,Bill Duke,5000000,10732909
Star Trek,2009,127,7.9,608582,J.J. Abrams,140000000,386839614
Angels & Demons,2009,138,6.7,299046,Ron Howard,150000000,490875846
Bright Star,2009,119,6.9,28003,Jane Campion,8500000,17220091
The Stepfather,2009,101,5.6,36458,Nelson McCormick,20000000,29227561
The Soloist,2009,117,6.7,54340,Joe Wright,60000000,38522450
Cloudy with a Chance of Meatballs,2009,90,6.9,241106,"Phil Lord, Christopher Miller",100000000,236827677
The Collector,2009,90,6.3,67801,Marcus Dunstan,3000000,10473836
The Last House on the Left,2009,110,6.5,95775,Dennis Iliadis,15000000,46526243
My Life in Ruins,2009,98,5.9,20276,Donald Petrie,17000000,20477425
Nine,2009,118,5.8,44443,Rob Marshall,80000000,56984219
The Blind Side,2009,129,7.6,341178,John Lee Hancock,35000000,305705794
All About Steve,2009,99,4.8,43039,Phil Traill,15000000,40127259
Brüno,2009,81,5.9,150701,Larry Charles,42000000,138708527
Street Fighter: The Legend of Chun-Li,2009,96,3.7,24481,Andrzej Bartkowiak,50000000,12660287
Monsters vs. Aliens,2009,94,6.4,167606,"Rob Letterman, Conrad Vernon",175000000,381687380
The Road,2009,111,7.2,244251,John Hillcoat,25000000,29206732
Love Happens,2009,109,5.6,33450,Brandon Camp,18000000,36133014
Bride Wars,2009,89,5.4,110374,Gary Winick,30000000,115150424
Armored,2009,88,5.7,31226,Nimród Antal,20000000,23661038
The Young Victoria,2009,105,7.2,63500,Jean-Marc Vallée,35000000,31878891
The International,2009,118,6.5,97129,Tom Tykwer,50000000,53850527
A Perfect Getaway,2009,98,6.5,74269,David Twohy,14000000,22815460
17 Again,2009,102,6.4,206550,Burr Steers,40000000,139474906
Bandslam,2009,111,6.3,14877,Todd Graff,20000000,12967829
Old Dogs,2009,88,5.3,38668,Walt Becker,35000000,95104304
Surrogates,2009,89,6.3,177208,Jonathan Mostow,80000000,119668350
Sherlock Holmes,2009,128,7.6,644724,Guy Ritchie,90000000,498438212
He's Just Not That Into You,2009,129,6.4,176858,Ken Kwapis,40000000,181053657
The Open Road,2009,91,5.5,3626,Michael Meredith,10000000,19716
Fast & Furious,2009,107,6.5,293605,Justin Lin,85000000,359347833
Fame,2009,107,5,16639,Kevin Tancharoen,18000000,80227619
A Serious Man,2009,106,7,145346,"Ethan Coen, Joel Coen",7000000,30360570
"I Love You, Beth Cooper",2009,102,5.3,36307,Chris Columbus,18000000,16382538
Gamer,2009,95,5.7,136983,"Mark Neveldine, Brian Taylor",50000000,42002029
The Cry of the Owl,2009,100,5.9,4909,Jamie Thraves,11500000,0
The Proposal,2009,108,6.7,336605,Anne Fletcher,40000000,314709717
Year One,2009,97,4.9,100275,Harold Ramis,60000000,57604723
G.I. Joe: The Rise of Cobra,2009,118,5.7,211238,Stephen Sommers,175000000,302469017
Up,2009,96,8.3,1060884,"Pete Docter, Bob Peterson",175000000,731463377
The Imaginarium of Doctor Parnassus,2009,123,6.8,151254,Terry Gilliam,30000000,64352607
Transformers: Revenge of the Fallen,2009,149,5.9,412767,Michael Bay,210000000,836519699
Invictus,2009,134,7.3,162701,Clint Eastwood,60000000,124514011
The Invention of Lying,2009,100,6.3,143828,"Ricky Gervais, Matthew Robinson",18500000,32714818
Ink,2009,107,6.8,21991,Jamin Winans,250000,0
Race to Witch Mountain,2009,98,5.7,61088,Andy Fickman,50000000,105103784
Night at the Museum: Battle of the Smithsonian,2009,105,6,202491,Shawn Levy,150000000,402231063
