tconst,primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,writers,Production Budget,Worldwide Gross
tt1823664,Annie,2014,118,5.3,38975,Will Gluck,"Will Gluck, Aline Brosh McKenna, Thomas Meehan, Harold Gray",65000000,139829625
tt1826590,About Last Night,2014,100,6,24508,Steve Pink,"Leslye Headland, Tim Kazurinsky, Denise DeClue, David Mamet",13000000,50445860
tt1840309,Divergent,2014,139,6.6,468914,Neil Burger,"Evan Daugherty, Vanessa Taylor, Veronica Roth",85000000,276014965
tt1843866,Captain America: The Winter Soldier,2014,136,7.8,860016,"Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely, Joe Simon, Jack Kirby, nm1591737, Ed Brubaker, nm6624843",170000000,714401889
tt1872181,The Amazing Spider-Man 2,2014,142,6.6,508617,Marc Webb,"Alex Kurtzman, Roberto Orci, Jeff Pinkner, James Vanderbilt, Stan Lee, Steve Ditko",200000000,708996336
tt1872194,The Judge,2014,141,7.4,195186,David Dobkin,"Nick Schenk, Bill Dubuque, David Dobkin",50000000,76073556
tt1877832,X-Men: Days of Future Past,2014,132,7.9,721499,Bryan Singer,"Simon Kinberg, Jane Goldman, Matthew Vaughn, Jack Kirby, Stan Lee",200000000,747862775
tt1911658,Penguins of Madagascar,2014,92,6.6,94826,"Eric Darnell, Simon J. Smith","Michael Colton, John Aboud, Brandon Sawyer, Alan Schoolcraft, Brent Simons",132000000,366942531
tt1921064,Pompeii,2014,105,5.5,113261,Paul W.S. Anderson,"Janet Scott Batchler, Lee Batchler, Michael Robert Johnson",80000000,108469033
tt1951265,The Hunger Games: Mockingjay - Part 1,2014,123,6.6,467276,Francis Lawrence,"Peter Craig, Danny Strong, Suzanne Collins",125000000,766575131
tt1956620,Sex Tape,2014,94,5.1,114608,Jake Kasdan,"Kate Angelo, Jason Segel, Nicholas Stoller",40000000,126069509
tt1959490,Noah,2014,138,5.8,258831,Darren Aronofsky,"Darren Aronofsky, Ari Handel",130000000,352831065
tt1972571,A Most Wanted Man,2014,122,6.7,77795,Anton Corbijn,"Andrew Bovell, John le Carré, Stephen Cornwell",15000000,36068890
tt1972779,The Best of Me,2014,118,6.6,74488,Michael Hoffman,"Nicholas Sparks, Will Fetters, J. Mills Goodloe",26000000,41059418
tt2004420,Neighbors,2014,97,6.3,317078,Nicholas Stoller,"Andrew Jay Cohen, Brendan O'Brien",18000000,270944428
tt2011159,No Good Deed,2014,84,5.6,21095,Sam Miller,Aimee Lagos,13200000,54323210
tt2015381,Guardians of the Galaxy,2014,121,8,1197926,James Gunn,"James Gunn, Nicole Perlman, Dan Abnett, Andy Lanning, Bill Mantlo, Keith Giffen, Jim Starlin, Steve Englehart, Steve Gan, Steve Gerber, Val Mayerik",170000000,770882395
tt2017486,Closer to the Moon,2014,112,6.8,4218,Nae Caranfil,Nae Caranfil,1500000,5396
tt2024469,Non-Stop,2014,106,6.9,268625,Jaume Collet-Serra,"John W. Richardson, Christopher Roach, Ryan Engle",50000000,222383055
tt2039393,The Gambler,2014,111,6,71390,Rupert Wyatt,"William Monahan, James Toback",25000000,38718031
tt2059171,13 Sins,2014,93,6.3,37520,Daniel Stamm,"David Birke, Daniel Stamm, Chookiat Sakveerakul, Eakasit Thairaat",4000000,47552
tt2084970,The Imitation Game,2014,114,8,784056,Morten Tyldum,"Graham Moore, Andrew Hodges",15000000,227328585
tt2095649,Grace of Monaco,2014,103,5.7,20552,Olivier Dahan,Arash Amel,30000000,25199891
tt2096672,Dumb and Dumber To,2014,109,5.6,140217,"Bobby Farrelly, Peter Farrelly","Sean Anders, John Morris, Peter Farrelly, Bobby Farrelly, Bennett Yellin, Mike Cerrone",40000000,156553592
tt2103254,Tammy,2014,97,4.9,52949,Ben Falcone,"Melissa McCarthy, Ben Falcone",20000000,96407655
tt2103281,Dawn of the Planet of the Apes,2014,130,7.6,448999,Matt Reeves,"Mark Bomback, Rick Jaffa, Amanda Silver, Pierre Boulle",170000000,710644566
tt2106361,Into the Storm,2014,89,5.8,69733,Steven Quale,John Swetnam,50000000,150429371
tt2109248,Transformers: Age of Extinction,2014,165,5.6,319196,Michael Bay,Ehren Kruger,210000000,1104054072
tt2112277,Swelter,2014,96,4.5,3252,Keith Parmer,Keith Parmer,8000000,44197
tt2113659,Elsa & Fred,2014,93,6.5,3514,Michael Radford,"Marcos Carnevale, Marcela Guerty, Lily Ann Martin, Anna Pavignano, Michael Radford",10000000,197901
tt2140619,Two Night Stand,2014,86,6.3,71915,Max Nichols,Mark Hammer,1600000,868081
tt2170439,Horrible Bosses 2,2014,108,6.3,177288,Sean Anders,"Sean Anders, John Morris, Jonathan Goldstein, John Francis Daley, Michael Markowitz",40000000,105945357
tt2170593,St. Vincent,2014,102,7.2,105459,Theodore Melfi,Theodore Melfi,13000000,54837234
tt2172934,3 Days to Kill,2014,117,6.2,95081,McG,"Adi Hasak, Luc Besson",28000000,38959900
tt2177771,The Monuments Men,2014,118,6.1,134223,George Clooney,"George Clooney, Grant Heslov, Robert M. Edsel, Bret Witter",70000000,158702748
tt2179136,American Sniper,2014,133,7.3,498643,Clint Eastwood,"Jason Hall, Chris Kyle, Scott McEwen, Jim DeFelice",58000000,547326372
tt2180411,Into the Woods,2014,125,5.9,143753,Rob Marshall,James Lapine,56200000,212416317
tt2183034,Earth to Echo,2014,91,5.7,19345,Dave Green,"Henry Gayden, Andrew Panay",13000000,42174545
tt2203939,The Other Woman,2014,109,6,144271,Nick Cassavetes,Melissa K. Stack,40000000,195111193
tt2205401,Addicted,2014,106,5,11464,Bille Woodruff,"Christina Welsh, Ernie Barbarash, Zane",5000000,17499242
tt2209764,Transcendence,2014,119,6.2,232520,Wally Pfister,Jack Paglen,100000000,103039258
tt2223990,Draft Day,2014,110,6.8,62639,Ivan Reitman,"Scott Rothman, Rajiv Joseph",25000000,29847480
tt2235108,Dear White People,2014,108,6.1,26055,Justin Simien,Justin Simien,1250000,5403771
tt2239832,Think Like a Man Too,2014,106,5.7,21904,Tim Story,"Keith Merryman, David A. Newman, Steve Harvey",24000000,70027933
tt2245084,Big Hero 6,2014,102,7.8,472094,"Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird, Daniel Gerson, Man of Action, nm2400268, nm0745691",165000000,647263005
tt2247476,When the Game Stands Tall,2014,115,6.6,16373,Thomas Carter,"Scott Marshall Smith, David Zelon, Neil Hayes",15000000,30138912
tt2262227,The Book of Life,2014,95,7.2,73728,Jorge R. Gutiérrez,"Jorge R. Gutiérrez, Doug Langdale",50000000,97651543
tt2267998,Gone Girl,2014,149,8.1,1001065,David Fincher,Gillian Flynn,61000000,367160781
tt2278388,The Grand Budapest Hotel,2014,99,8.1,829635,Wes Anderson,"Stefan Zweig, Wes Anderson, Hugo Guinness",31000000,163503514
tt2281587,Muppets Most Wanted,2014,107,6.4,35610,James Bobin,"James Bobin, Nicholas Stoller, Jim Henson",55000000,79312301
tt2282016,The Possession of Michael King,2014,83,5.7,12807,David Jung,"David Jung, Tedi Sarafian",1300000,2736371
tt2294449,22 Jump Street,2014,112,7,386319,"Christopher Miller, Phil Lord","Michael Bacall, Oren Uziel, Rodney Rothman, Jonah Hill, Patrick Hasburgh, Stephen J. Cannell",50000000,331333876
tt2295722,Falcon Rising,2014,103,5.7,8976,Ernie Barbarash,Y.T. Parazi,4500000,11774
tt2300975,Jessabelle,2014,90,5.4,24873,Kevin Greutert,Robert Ben Garant,10000000,6998359
tt2305051,Wild,2014,115,7.1,131884,Jean-Marc Vallée,"Nick Hornby, Cheryl Strayed",15000000,52460543
tt2310332,The Hobbit: The Battle of the Five Armies,2014,144,7.4,543995,Peter Jackson,"Fran Walsh, Philippa Boyens, Peter Jackson, Guillermo del Toro, J.R.R. Tolkien",250000000,940323039
tt2318092,Endless Love,2014,104,6.2,46162,Shana Feste,"Shana Feste, Joshua Safran, Scott Spencer",20000000,34718173
tt2321549,The Babadook,2014,94,6.8,231653,Jennifer Kent,Jennifer Kent,2000000,7482387
tt2333784,The Expendables 3,2014,126,6.1,186590,Patrick Hughes,"Sylvester Stallone, Creighton Rothenberger, Katrin Benedikt, Dave Callaham",100000000,209461378
tt2345737,The Rover,2014,103,6.4,49542,David Michôd,"David Michôd, Joel Edgerton",8500000,3180252
tt2357291,Rio 2,2014,101,6.3,94082,Carlos Saldanha,"Don Rhymer, Carlos Kotkin, Jenny Bicks, Yoni Brenner, Carlos Saldanha, Laurie Craig",130000000,492846291
tt2369135,Need for Speed,2014,132,6.4,173543,Scott Waugh,"George Gatins, John Gatins",66000000,194169619
tt2377322,Deliver Us from Evil,2014,118,6.2,80203,Scott Derrickson,"Scott Derrickson, Paul Harris Boardman, Ralph Sarchie, Lisa Collier Cool",30000000,87956618
tt2398231,The Homesman,2014,122,6.6,34104,Tommy Lee Jones,"Tommy Lee Jones, Kieran Fitzgerald, Wesley A. Oliver, Glendon Swarthout",16000000,8217571
tt2398249,They Came Together,2014,83,5.6,23448,David Wain,"Michael Showalter, David Wain",3000000,82780
tt2402157,The November Man,2014,108,6.2,69006,Roger Donaldson,"Michael Finch, Karl Gajdusek, Bill Granger",15000000,34820335
tt2465146,And So It Goes,2014,94,5.8,14584,Rob Reiner,Mark Andrus,18000000,17920013
tt2467046,Left Behind,2014,110,3.1,40795,Vic Armstrong,"Paul Lalonde, John Patus, Tim LaHaye, Jerry B. Jenkins",16000000,20769209
tt2473602,Get on Up,2014,139,6.9,25344,Tate Taylor,"Jez Butterworth, John-Henry Butterworth, Steven Baigelman",30000000,33339868
tt2473682,Paranormal Activity: The Marked Ones,2014,84,5,43924,Christopher Landon,"Christopher Landon, Oren Peli",5000000,90904854
tt2473794,Mr. Turner,2014,150,6.8,26380,Mike Leigh,Mike Leigh,14000000,25187026
tt2510028,Frontera,2014,103,6.6,8178,Michael Berry,"Michael Berry, Louis Moulinet",2300000,59696
tt2556874,Plastic,2014,102,5.9,8127,Julian Gilbey,"Chris Howard, Sacha Bennett, Julian Gilbey, Will Gilbey",10000000,575371
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,119,7.7,642029,Alejandro G. Iñárritu,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo, Raymond Carver",18000000,102926247
tt2582802,Whiplash,2014,106,8.5,891387,Damien Chazelle,Damien Chazelle,3300000,39123993
tt2582846,The Fault in Our Stars,2014,126,7.7,384592,Josh Boone,"Scott Neustadter, Michael H. Weber, John Green",12000000,307166834
tt2667960,Miss Julie,2014,129,5.5,5860,Liv Ullmann,"August Strindberg, Liv Ullmann",5500000,863895
tt2692250,Night at the Museum: Secret of the Tomb,2014,98,6.2,127386,Shawn Levy,"David Guion, Michael Handelman, Mark Friedman, Thomas Lennon, Robert Ben Garant",127000000,353756621
tt2713180,Fury,2014,134,7.5,506733,David Ayer,David Ayer,80000000,210315681
tt2720680,The Salvation,2014,92,6.7,40741,Kristian Levring,"Anders Thomas Jensen, Kristian Levring",14000000,2947737
tt2752688,Rosewater,2014,103,6.6,10824,Jon Stewart,"Jon Stewart, Maziar Bahari, Aimee Molloy",10000000,3185717
tt2752758,Devil's Due,2014,89,4.1,17262,"Matt Bettinelli-Olpin, Tyler Gillett",Lindsay Devlin,7000000,36146087
tt2771372,Veronica Mars,2014,107,6.7,53510,Rob Thomas,"Rob Thomas, Diane Ruggiero-Wright",6000000,3485383
tt2784678,Top Five,2014,102,6.4,27057,Chris Rock,Chris Rock,12000000,26001741
tt2788710,The Interview,2014,112,6.5,339293,"Evan Goldberg, Seth Rogen","Dan Sterling, Seth Rogen, Evan Goldberg",44000000,12342632
tt2800038,Atlas Shrugged: Who Is John Galt?,2014,99,4.3,3646,James Manera,"James Manera, Harmon Kaslow, John Aglialoro, Ayn Rand",5000000,851690
tt2814362,United Passions,2014,110,2.1,4341,Frédéric Auburtin,"Frédéric Auburtin, Jean-Paul Delfino",30000000,168832
tt2828996,A Haunted House 2,2014,86,4.6,22364,Michael Tiddes,"Marlon Wayans, Rick Alvarez",4000000,21206861
tt2870612,"As Above, So Below",2014,93,6.2,99335,John Erick Dowdle,"John Erick Dowdle, Drew Dowdle",5000000,41824066
tt2870708,Wish I Was Here,2014,106,6.6,38518,Zach Braff,"Adam J. Braff, Zach Braff",6000000,6591365
tt2872718,Nightcrawler,2014,117,7.8,563507,Dan Gilroy,Dan Gilroy,8500000,50334418
tt2872732,Lucy,2014,89,6.4,507381,Luc Besson,Luc Besson,40000000,457507776
tt2884206,I Origins,2014,106,7.3,128194,Mike Cahill,Mike Cahill,1000000,852399
tt2908856,My Old Lady,2014,107,6.4,9559,Israel Horovitz,Israel Horovitz,5000000,15220308
tt2910274,Obvious Child,2014,84,6.7,25844,Gillian Robespierre,"Gillian Robespierre, Karen Maine, Elisabeth Holm, Anna Bean",1000000,3324070
tt2910814,The Signal,2014,97,6,67035,William Eubank,"Carlyle Eubank, William Eubank, David Frigerio",4000000,2665322
tt2911666,John Wick,2014,101,7.4,669373,"Chad Stahelski, David Leitch",Derek Kolstad,30000000,75958800
tt2937898,A Most Violent Year,2014,125,7,74410,J.C. Chandor,J.C. Chandor,20000000,8869722
tt2955096,Happy Christmas,2014,82,5.4,8582,Joe Swanberg,Joe Swanberg,70000,30312
tt2968804,Drive Hard,2014,92,4.4,4707,Brian Trenchard-Smith,"Chad Law, Evan Law, Brigitte Jean Allen, Brian Trenchard-Smith",12000000,0
tt2975578,The Purge: Anarchy,2014,103,6.4,155835,James DeMonaco,James DeMonaco,9000000,111534881
tt2978462,Dolphin Tale 2,2014,107,6.4,9453,Charles Martin Smith,"Charles Martin Smith, Karen Janszen, Noam Dromi",36000000,57824533
tt2980516,The Theory of Everything,2014,123,7.7,460801,James Marsh,"Anthony McCarten, Jane Hawking",15000000,123327692
tt2980648,The Hundred-Foot Journey,2014,122,7.3,84967,Lasse Hallström,"Steven Knight, Richard C. Morais",22000000,94270488
tt2994190,Camp X-Ray,2014,117,6.9,42057,Peter Sattler,Peter Sattler,1000000,101053
tt3007512,The Water Diviner,2014,111,7,76477,Russell Crowe,"Andrew Knight, Andrew Anastasios",22500000,31054727
tt3099498,Tusk,2014,102,5.3,57584,Kevin Smith,Kevin Smith,3000000,1887554
tt3125324,Beyond the Lights,2014,116,6.8,16902,Gina Prince-Bythewood,Gina Prince-Bythewood,7000000,14618727
tt3202120,Barbecue,2014,98,6.1,3044,Eric Lavaine,"Héctor Cabello Reyes, Eric Lavaine",10000000,247565
tt3210686,Son of God,2014,138,5.7,19239,Christopher Spencer,"Richard Bedser, Christopher Spencer, Colin Swash, Nic Young",22000000,70949793
tt3289362,Hidden Away,2014,96,7,2762,Mikel Rueda,Mikel Rueda,1000000,0
tt3322940,Annabelle,2014,99,5.4,164166,John R. Leonetti,Gary Dauberman,6500000,256857527
tt3409392,Timbuktu,2014,96,7.1,17768,Abderrahmane Sissako,"Abderrahmane Sissako, Kessen Tall",2500000,6815821
tt3455224,Virunga,2014,100,8.2,11817,Orlando von Einsiedel,Orlando von Einsiedel,1000000,0
tt3504048,Housebound,2014,107,6.7,36168,Gerard Johnstone,Gerard Johnstone,1500000,236863
tt3569356,Not Cool,2014,93,3.6,5856,Shane Dawson,Dan Schoffer,800000,35688
tt3612616,Mommy,2014,139,8,58758,Xavier Dolan,Xavier Dolan,4900000,17536004
tt0369610,Jurassic World,2015,124,6.9,653153,Colin Trevorrow,"Rick Jaffa, Amanda Silver, Colin Trevorrow, Derek Connolly, Michael Crichton",215000000,1669963641
tt0478970,Ant-Man,2015,117,7.3,686297,Peyton Reed,"Edgar Wright, Joe Cornish, Adam McKay, Paul Rudd, Stan Lee, Larry Lieber, Jack Kirby",130000000,518858449
tt0810819,The Danish Girl,2015,119,7.1,190991,Tom Hooper,"Lucinda Coxon, David Ebershoff",15000000,67514963
tt0884732,The Wedding Ringer,2015,101,6.6,77507,Jeremy Garelick,"Jeremy Garelick, Jay Lavender",23000000,80171596
tt1014763,Child 44,2015,137,6.4,72682,Daniel Espinosa,"Richard Price, Tom Rob Smith",50000000,8004221
tt1029360,Poltergeist,2015,93,4.9,59302,Gil Kenan,"David Lindsay-Abaire, Steven Spielberg, Michael Grais, Mark Victor",35000000,95691732
tt1051904,Goosebumps,2015,103,6.3,91145,Rob Letterman,"Darren Lemke, Scott Alexander, Larry Karaszewski, R.L. Stine",58000000,158952243
tt1137470,Accidental Love,2015,100,4.1,8710,David O. Russell,"Kristin Gore, Matt Silverstein, Dave Jeser",26000000,135436
tt1178665,A Walk in the Woods,2015,104,6.3,27751,Ken Kwapis,"Michael Arndt, Bill Holderman, Bill Bryson",8000000,37119358
tt1243974,Aloha,2015,105,5.4,68383,Cameron Crowe,Cameron Crowe,37000000,25387091
tt1321869,The Lovers,2015,109,4.5,3343,Roland Joffé,"Ajey Jhankar, Roland Joffé",35000000,53899
tt1355683,Black Mass,2015,123,6.9,184763,Scott Cooper,"Mark Mallouk, Jez Butterworth, Dick Lehr, Gerard O'Neill",53000000,98837872
tt1365050,Beasts of No Nation,2015,137,7.7,83474,Cary Joji Fukunaga,"Cary Joji Fukunaga, Uzodinma Iweala",6000000,90777
tt1390411,In the Heart of the Sea,2015,122,6.9,142403,Ron Howard,"Charles Leavitt, Rick Jaffa, Amanda Silver, Nathaniel Philbrick",100000000,89693309
tt1392190,Mad Max: Fury Road,2015,120,8.1,1021531,George Miller,"George Miller, Brendan McCarthy, Nick Lathouris",150000000,365769378
tt1398426,Straight Outta Compton,2015,147,7.8,207474,F. Gary Gray,"Jonathan Herman, Andrea Berloff, S. Leigh Savidge, Alan Wenkus",28000000,202182981
tt1519461,Area 51,2015,91,4.2,14659,Oren Peli,"Christopher Denham, Oren Peli",5000000,7556
tt1524575,The Vatican Tapes,2015,91,4.7,18543,Mark Neveldine,"Christopher Borrelli, Michael C. Martin, Chris Morgan",13000000,14929184
tt1524930,Vacation,2015,99,6.1,115762,"John Francis Daley, Jonathan Goldstein","Jonathan Goldstein, John Francis Daley, John Hughes",31000000,102306500
tt1596363,The Big Short,2015,130,7.8,442838,Adam McKay,"Charles Randolph, Adam McKay, Michael Lewis",28000000,133162752
tt1617661,Jupiter Ascending,2015,127,5.3,190705,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski",179000000,181982519
tt1618442,The Last Witch Hunter,2015,106,5.9,106015,Breck Eisner,"Cory Goodman, Matt Sazama, Burk Sharpless",80000000,130818912
tt1655441,The Age of Adaline,2015,112,7.2,187999,Lee Toland Krieger,"J. Mills Goodloe, Salvador Paskowitz",30000000,68984536
tt1658801,Freeheld,2015,103,6.6,12868,Peter Sollett,Ron Nyswaner,7000000,1732228
tt1661199,Cinderella,2015,105,6.9,181225,Kenneth Branagh,"Chris Weitz, Charles Perrault",95000000,542351353
tt1663202,The Revenant,2015,156,8,821569,Alejandro G. Iñárritu,"Mark L. Smith, Alejandro G. Iñárritu, Michael Punke",135000000,532938302
tt1666801,The DUFF,2015,101,6.4,97274,Ari Sandel,"Josh A. Cagan, Kody Keplinger",8500000,43528634
tt1674771,Entourage,2015,104,6.5,81239,Doug Ellin,"Doug Ellin, Rob Weiss",30000000,46438538
tt1727776,Scouts Guide to the Zombie Apocalypse,2015,93,6.3,52257,Christopher Landon,"Carrie Lee Wilson, Emi Mochizuki, Christopher Landon, Lona Williams",15000000,15554855
tt1741273,Secret in Their Eyes,2015,111,6.3,49463,Billy Ray,"Billy Ray, Juan José Campanella, Eduardo Sacheri",20000000,32608019
tt1754656,The Little Prince,2015,108,7.7,63756,Mark Osborne,"Irena Brignull, Bob Persichetti, Antoine de Saint-Exupéry",77500000,102028919
tt1772288,Danny Collins,2015,106,7,32294,Dan Fogelman,Dan Fogelman,10000000,9271825
tt1781922,No Escape,2015,103,6.7,88573,John Erick Dowdle,"John Erick Dowdle, Drew Dowdle",5000000,42844516
tt1798684,Southpaw,2015,124,7.3,245031,Antoine Fuqua,Kurt Sutter,30000000,94156456
tt1810683,Little Boy,2015,106,7.3,23476,Alejandro Monteverde,"Alejandro Monteverde, Pepe Portillo",20000000,17769299
tt1817771,Freaks of Nature,2015,92,5.9,12732,Robbie Pickering,Oren Uziel,33000000,70958
tt1823672,Chappie,2015,120,6.8,257562,Neill Blomkamp,"Neill Blomkamp, Terri Tatchell",49000000,105002056
tt1837636,Queen of the Desert,2015,128,5.7,11922,Werner Herzog,Werner Herzog,36000000,1578543
tt1841642,Demonic,2015,83,5.3,15525,Will Canon,"Max La Bella, Will Canon, Doug Simon",3000000,4668109
tt1850457,Sisters,2015,118,6,67778,Jason Moore,Paula Pell,30000000,106030660
tt1881002,Maggie,2015,95,5.6,45253,Henry Hobson,John Scott 3,4500000,1027760
tt1895587,Spotlight,2015,129,8.1,478983,Tom McCarthy,"Josh Singer, Tom McCarthy",20000000,91902438
tt1945044,Exeter,2015,91,4.5,5887,Marcus Nispel,"Kirsten Elms, Marcus Nispel",25000,489792
tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137,6.5,338716,Francis Lawrence,"Peter Craig, Danny Strong, Suzanne Collins",160000000,647396133
tt1964418,Tomorrowland,2015,130,6.4,185367,Brad Bird,"Damon Lindelof, Brad Bird, Jeff Jensen",170000000,206627518
tt1976009,Victor Frankenstein,2015,110,5.9,58073,Paul McGuigan,"Max Landis, Mary Shelley",40000000,31124367
tt1979388,The Good Dinosaur,2015,93,6.7,119531,Peter Sohn,"Bob Peterson, Peter Sohn, Erik Benson, Meg LeFauve, Kelsey Mann, Peter Hedges, Adrian Molina",187500000,333771037
tt2006295,The 33,2015,127,6.9,38722,Patricia Riggen,"Mikko Alanne, Craig Borten, Michael Thomas, Jose Rivera, Hector Tobar",25000000,28287489
tt2058673,Point Break,2015,114,5.3,64202,Ericson Core,"Kurt Wimmer, Rick King, W. Peter Iliff",100000000,126704591
tt2080374,Steve Jobs,2015,122,7.2,172447,Danny Boyle,"Aaron Sorkin, Walter Isaacson",30000000,35579007
tt2096673,Inside Out,2015,95,8.1,729173,"Pete Docter, Ronnie Del Carmen","Pete Docter, Ronnie Del Carmen, Meg LeFauve, Josh Cooley, Michael Arndt, Simon Rich, Bill Hader, Amy Poehler",175000000,850566343
tt2097298,"McFarland, USA",2015,129,7.4,40061,Niki Caro,"Christopher Cleveland, Bettina Gilois, Grant Thompson",17000000,45707924
tt2118624,The Final Girls,2015,91,6.5,48381,Todd Strauss-Schulson,"M.A. Fortin, Joshua John Miller",4500000,0
tt2120120,Pixels,2015,105,5.6,149039,Chris Columbus,"Tim Herlihy, Timothy Dowling, Patrick Jean",90000000,244041804
tt2126355,San Andreas,2015,114,6.1,244068,Brad Peyton,"Carlton Cuse, Andre Fabrizio, Jeremy Passmore",110000000,456258539
tt2140037,Jane Got a Gun,2015,98,5.9,22959,Gavin O'Connor,"Brian Duffield, Anthony Tambakis, Joel Edgerton",25000000,3771345
tt2199571,Run All Night,2015,114,6.6,111313,Jaume Collet-Serra,Brad Ingelsby,50000000,71561644
tt2224026,Home,2015,94,6.6,105465,Tim Johnson,"Tom J. Astle, Matt Ember, Adam Rex",130000000,385997896
tt2231253,Wild Card,2015,92,5.6,57319,Simon West,William Goldman,30000000,4315789
tt2268016,Magic Mike XXL,2015,115,5.6,59095,Gregory Jacobs,Reid Carolin,14500000,123580421
tt2279339,Love the Coopers,2015,107,5.8,25368,Jessie Nelson,Steven Rogers,18000000,44263413
tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,92,6,57420,"Paul Tibbitt, Mike Mitchell","Jonathan Aibel, Glenn Berger, Stephen Hillenburg, Paul Tibbitt, Derek Drymon, Tim Hill, nm0909088, Nicholas R. Jennings",74000000,311013181
tt2293640,Minions,2015,91,6.4,244967,"Kyle Balda, Pierre Coffin",Brian Lynch,74000000,1157271759
tt2309260,The Gallows,2015,81,4.2,21004,"Travis Cluff, Chris Lofing","Chris Lofing, Travis Cluff",100000,41656474
tt2322441,Fifty Shades of Grey,2015,125,4.2,324663,Sam Taylor-Johnson,"Kelly Marcel, E.L. James",40000000,570794950
tt2325977,Strangerland,2015,112,5.2,9723,Kim Farrant,"Michael Kinirons, Fiona Seres",10000000,161097
tt2358925,Unfinished Business,2015,91,5.4,34091,Ken Scott,Steve Conrad,35000000,13214051
tt2361509,The Intern,2015,121,7.1,258272,Nancy Meyers,Nancy Meyers,40000000,197115710
tt2379713,Spectre,2015,148,6.8,448476,Sam Mendes,"John Logan, Neal Purvis, Robert Wade, Jez Butterworth, Ian Fleming",300000000,879077344
tt2381111,Brooklyn,2015,117,7.5,145048,John Crowley,"Nick Hornby, Colm Tóibín",11000000,62076141
tt2381941,Focus,2015,105,6.6,256545,"Glenn Ficarra, John Requa","Glenn Ficarra, John Requa",65000000,168065700
tt2395427,Avengers: Age of Ultron,2015,141,7.3,878523,Joss Whedon,"Joss Whedon, Stan Lee, Jack Kirby, Joe Simon, Jim Starlin",365000000,1395316979
tt2402927,Carol,2015,118,7.2,134104,Todd Haynes,"Phyllis Nagy, Patricia Highsmith",11800000,42354525
tt2404425,Woman in Gold,2015,109,7.3,60518,Simon Curtis,"Alexi Kaye Campbell, E. Randol Schoenberg, Maria Altmann",11000000,58586407
tt2433040,Beyond the Mask,2015,103,5.1,3588,Chad Burns,"Paul McCusker, Stephen Kendrick, Brennan Smith, Aaron Burns, Chad Burns",4000000,1236094
tt2436386,Project Almanac,2015,106,6.3,81668,Dean Israelite,"Jason Pagan, Andrew Deutschman",12000000,32909437
tt2446980,Joy,2015,124,6.6,139579,David O. Russell,"David O. Russell, Annie Mumolo",60000000,101134059
tt2452042,The Peanuts Movie,2015,88,7,47471,Steve Martino,"Craig Schulz, Bryan Schulz, Cornelius Uliano, Charles M. Schulz",99000000,250091610
tt2473510,Paranormal Activity: The Ghost Dimension,2015,88,4.6,29094,Gregory Plotkin,"Jason Pagan, Andrew Deutschman, Adam Robitel, Gavin Heffernan, Brantley Aufill, Oren Peli",10000000,77959374
tt2479478,The Ridiculous 6,2015,119,4.8,50985,Frank Coraci,"Tim Herlihy, Adam Sandler",60000000,0
tt2494362,Bone Tomahawk,2015,132,7.1,106297,S. Craig Zahler,S. Craig Zahler,2000000,475846
tt2503944,Burnt,2015,101,6.6,124021,John Wells,"Steven Knight, Michael Kalesniko",20000000,36766293
tt2510894,Hotel Transylvania 2,2015,89,6.6,132552,Genndy Tartakovsky,"Robert Smigel, Adam Sandler, Todd Durham",80000000,469747882
tt2515034,The Gunman,2015,115,5.8,42181,Pierre Morel,"Jean-Patrick Manchette, Don MacPherson, Pete Travis, Sean Penn",40000000,24478613
tt2554274,Crimson Peak,2015,119,6.5,152015,Guillermo del Toro,"Guillermo del Toro, Matthew Robbins",55000000,74966854
tt2555736,The Second Best Exotic Marigold Hotel,2015,122,6.5,34613,John Madden,"Ol Parker, John Madden",10000000,89400862
tt2561572,Get Hard,2015,100,6,140650,Etan Cohen,"Jay Martel, Ian Roberts, Etan Cohen, Adam McKay",40000000,111711453
tt2582496,Me and Earl and the Dying Girl,2015,105,7.7,134117,Alfonso Gomez-Rejon,Jesse Andrews,8000000,9266180
tt2631186,Baahubali: The Beginning,2015,159,8,128898,S.S. Rajamouli,"Vijayendra Prasad, S.S. Rajamouli, C.H. Vijay Kumar, Ajay Kumar, Madhan Karky, Manoj Muntashir",40000000,26736665
tt2637276,Ted 2,2015,115,6.3,217026,Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild",68000000,217214143
tt2637294,Hot Tub Time Machine 2,2015,93,5,40022,Steve Pink,"Josh Heald, John Karnay",14000000,12826644
tt2679042,Hitman: Agent 47,2015,96,5.7,92843,Aleksander Bach,"Skip Woods, Michael Finch, Morten Iversen, Peter Gjellerup Koch",35000000,82182803
